price,area_m2,bedrooms,bathrooms,vagas,endereco,description
320000,100,3,3,1,"Avenida Santos Dumont, Papicu","Apartamento 3 quartos, a três minutos do Shopping RioMar Fortaleza.- sala- cozinha- área de serviço- 2 suítesCondomínio:- deck com churrasqueira- playground- 1 vaga de garagemLocal..."
550000,94,3,3,2,"Parquelândia, Fortaleza",Sala de estar/jantarVarandaSacadas3 suítesCozinhaWC de serviçoÀrea de serviçoÀrea de Lazer:02 Campos de Futebol Gramado;03 Salões de fes...
240000,63,3,2,1,"Cambeba, Fortaleza","Apartamento 62,75m² Móveis projetados, Bairro Cambeba.3 quartos, sendo 1 suíte2 banheiros1 vaga de garagemAmpla salaMóveis projetados nos ambientes internos..."
213000,57,2,2,1,"Rua Coronel João de Oliveira, Messejana","Ótimo apartamento no Residencial Villa Roma de 56,65m² de área construída composto de estar/jantar, cozinha, área de serviço, 02 quartos sendo 01 suíte e 01 vaga de garagem. O cond..."
429999,95,4,3,1,"Avenida Sebastião de Abreu, Guararapes","Edifício Giardino Di Napoli e Roma - Av. Sebastião de Abreu, 500 - Edson Queiroz- 3 quartos + DCE- 3 banheiros- 1 vaga- Elevador- Aceita Financiamento"
300000,119,4,5,2,"Papicu, Fortaleza","Excelente imóvel com 3 suites mais dependência completa em perfeito estado de conservação da construtora Encol com 2 elevadores e 2 vagas de garagem , nascente total por R$ 300.000..."
249000,58,3,2,2,"Rua dos Sabiás, Passaré",
499000,126,3,4,2,"Rua Oito de Setembro, Varjota",Oportunidade morar a apenas 2 quarteirões da avenida dom luis com toda infraestrutura de lazer e serviços. apartamento amplo com 125m2 construído pela colmeia renomada construtora!...
400000,110,3,3,2,"Rua Doutor Gilberto Studart, Papicu","Vendo excelente apartamento no Cocó, com 02 suítes, varanda, sala estar e jantar, cozinha, dce, 02 vagas de garagem.Agende sua visita com a Equatorial Imóveis -"
150000,42,2,1,1,"Fortaleza, Ceará","Ótimo apartamento na região da Maraponga com sala, 2 quartos, wc social, cozinha, 1 vaga.Área de lazer completa.Documentação grátis.Entrada a partir de 999,00"
165000,52,2,2,1,"Messejana, Fortaleza","Apartamento 2 quartos em Messejana, no condomínio Forte Iracema, totalmente projetado, super ventilado.Internamente distribuído em: Sala para 2 ambientes, cozinha americana..."
389000,117,3,1,2,"Rua Francois Teles de Menezes, Fátima",- 117m- Nascente- 3 Dormitórios- Dependência Completa de Empregada- 2 Vagas- 3 Banheiros- Salão de Festas- Playgrond- Piscina- Quadra- Praça...
700000,99,3,1,2,"Cocó, Fortaleza","Apto nascente, com vista permanente para o Parque do Cocó, todo projetado e decorado (possibilidade de venda com porteira fechada), com 3 quartos, sendo 2 suítes, a máster com clos..."
710000,130,3,3,2,"Travessa Monsenhor Catão, Aldeota","Ótimo apartamento localizado no melhor da Aldeota, duas quadras do Ari de Sá. Apartamento tem três quartos, sendo os três suítes e um deles reversível, dependência completa e varan..."
430000,124,3,3,2,"Rua Doutor José Lourenço, Aldeota","Apartamento padrão na Aldeota de 123,92m² de área. Com sala de estar/jantar, cozinha, copa, área de serviço, despensa, banheiros social, 03 quartos, sendo 03 suítes e 02 vagas de g..."
260000,56,3,1,2,"Rua Neudélia Monte, JOSE DE ALENCAR",
547999,150,4,5,2,"Rua Francisco Farias Filho, Patriolino Ribeiro","Buckingham - R. Francisco Farias Filho, 233 - Edson Queiroz- 4 suítes- 5 banheiros- 2 vagas- Elevador- Aceita FinanciamentoAgende sua visita com um..."
450000,125,3,1,2,"Rua Doutor Manuel Teófilo, Maraponga",- Cobertura Plana.- 125m2.- Varanda Gourmet.- Jacuzzi.- Suíte Master com acesso à varanda. -
498000,105,3,3,2,"Rua Solon Pinheiro, José Bonifácio",Ed. Fernando PessoaExcelente Apartamento no melhor do Bairro José BonifácioDetalhes | Apartamento- 105m² de Área Privativa- 03 Quartos- 01 Suíte- 03 Ban...
280000,62,3,2,1,"Bela Vista, Fortaleza","Apartamentos em construção 3 quartos, sendo 2 suítes, 1 ou 2 vagas de garagem, nascente total, bem localizado, 2 elevadores, lazer completo, guarita elevada. Próximo a supermercado..."
240000,60,3,1,2,"Rua Professor Wilson Aguiar, Edson Queiroz",O apartamento está localizado no bairro Edson Queiroz tem 60 metros quadrados com 3 quartos sendo 1 suite e 1 banheiro.Possui salão de festas.Elevador para mais praticidade no...
330000,53,2,1,1,"Álvaro Weyne, Fortaleza","Conta com uma área privativa de 52,96 m², com 2 quartos, sendo 1 suíte, com 1 vaga de garagem. A área privativa é dividida em sala de estar/jantar, cozinha americana, área de servi..."
270000,68,3,2,2,"Rua General Onofre, Maraponga","CONDOMÍNIO CHEIRO VERDE - APARTAMENTOS NA MARAPONGA - FORTALEZA/CESabe aquele imóvel espetacular, um verdadeiro sonho ?? Pode ser seu!!Um apartamento repleto de atribut..."
650000,90,3,1,2,"Avenida dos Expedicionários, Fátima","Apartamento em construção, BENFICA, px. IFCE!-Entrega prevista para Agosto/2017.-89,96m².-3 dormitórios, sendo 2 suítes, sala, varanda, wc social, cozinha, área de..."
669000,158,3,4,3,"Rua Almeida Prado, Cocó","Para quem gosta de privacidade, próximo a pracinha (Martins Dourado) mais cobiçada do Cocó, padarias, supermercado, shopping, academia, restaurantes, farmácia, fácil acesso Av. San..."
560000,136,3,4,2,"Travessa Monsenhor Catão, Aldeota","Vendo Apartamento na Aldeota, com 136m², piso granito/cerâmica, varanda, sala em L, wc social, 03 quartos sendo 02 suítes (01 reversível) com armários, cozinha planejada, despensa,..."
640000,121,3,4,2,"Avenida Bezerra de Menezes, Sao Gerardo","O privilégio de morar ao lado de um bosque e estar em sintonia com a natureza. O Bosque do Bem é uma área verde de 30.00m², com 2.000 árvores plantadas pela C. Rolim Engenharia. Um..."
446000,57,2,2,1,"Rua João Carvalho, Aldeota","Apartamento com 2 Dormitórios, 1 Suíte, 1 Garagem, 2 Banheiros, Porcelanato(*) valores podem sofrer alterações sem prévio aviso. Favor, confirmar disponibilidade."
430000,70,3,4,2,"Avenida Rogaciano Leite, Guararapes","Apartamento :- Localizado na Av. Rogaciano Leite- Área privativa de 69,82 m2- 3 quartos, sendo duas suíte + banheiro de serviço;- 2 vagas cobertas;- Lazer compl..."
450000,70,3,2,2,"Guararapes, Fortaleza","More em um apartamento com alta qualidade no acabamento, ótima localização, lazer completo e pronto para você !!!-3 quartos (1 suíte)-1 wc social-2 vagas de garagem..."
330000,77,3,1,1,"Rua Júlio César, Damas",
339000,57,2,2,1,"Parangaba, Fortaleza","2 quartos, sendo 1 suíte1 wc social1 vagaArea de lazer :PiscinaSalão de festas adultoSalão de festas infantilDeckAcademiaHome cinema..."
427500,60,2,2,2,"Rua Barão de Aracati, Aldeota","O apartamento está localizado no bairro Aldeota possui 60 metros quadrados com 2 quartos sendo 2 suites e 2 banheiros. Fica a apenas alguns instantes de transporte coletivo, hospit..."
760000,110,3,4,2,"Rua Doutor Gilberto Studart, Cocó","NOVO- Lindo apartamento, próximo ao parque do Cocó, muito bem localizado. Possui 110 m², com 3 suítes, sendo uma reversível, varanda, sala pra dois ambientes, dependência de empreg..."
339000,57,2,2,1,"Parangaba, Fortaleza","2 quartos, sendo 1 suíte1 wc social1 vagaArea de lazer :PiscinaSalão de festas adultoSalão de festas infantilDeckAcademiaHome cinema..."
427500,60,2,2,2,"Rua Barão de Aracati, Aldeota","O apartamento está localizado no bairro Aldeota possui 60 metros quadrados com 2 quartos sendo 2 suites e 2 banheiros. Fica a apenas alguns instantes de transporte coletivo, hospit..."
760000,110,3,4,2,"Rua Doutor Gilberto Studart, Cocó","NOVO- Lindo apartamento, próximo ao parque do Cocó, muito bem localizado. Possui 110 m², com 3 suítes, sendo uma reversível, varanda, sala pra dois ambientes, dependência de empreg..."
350000,69,3,3,1,"Papicu, Fortaleza","Lindo apartamento com 69 m², Papicu.3 quartos,sendo 1 suíte,3 banheiros,Área de serviço,Sala,Varanda ampla,Área de lazer completa.Nascente total."
770000,150,3,3,3,"Guararapes, Fortaleza","Excelente apartamento no Guararapes com área privativa de 150 m², 03 suítes sendo a master com closet, ampla sala com varanda, lavabo, área de serviço, DCE, 03 vagas de garagem. Ár..."
198700,51,2,1,1,"Passaré, Fortaleza","Apartamentos em condomínio com estrutura básica de lazer, piscina, quadra de esportes, salão de jogos, playground e deck com churrasqueira, próximo ao castelão com ótimas vias de a..."
220000,100,2,2,1,"Rua Jucá, Cocó","Apartamento com 2 dormitórios à venda, 100 m² por R$ 220.000 - Cocó - Fortaleza/CECorretores: Conceição Mourão e Armando Pires -"
772744,117,4,4,3,"Sao Gerardo, Fortaleza",Você frente a frente com um espetáculo da natureza: Bosque do Bem.Imagine morar num lugar onde você tem todos os dias a oportunidade de vivenciar um exuberante bosque: Terraços do...
430000,70,3,4,2,"Avenida Rogaciano Leite, Guararapes","O Lafitte é um grande empreendimento onde o lazer não é apenas uma mera opção do condomínio, é um Projeto Bem-Estar em que sua família irá encontrar espaços ideais para se divertir..."
429999,65,2,2,2,"Rua Doutor José Lourenço, Fortaleza","Condomínio Tour Ville - Rua Dr. José Lourenço, 555 - Meireles- 2 quartos sendo 1 suíte- 2 banheiros- 2 vagas- Aceita Financiamento - ElevadorAgende..."
288365,60,3,2,2,"Parangaba, Fortaleza",Ref:1402Ampla varanda sacada na fachada.Todo o piso do apto. em porcelanato esmaltado.Esquadrias de alumínio branco com vidros esverdeados.Bancadas em granito. 02 e...
625520,87,3,3,2,"Fátima, Fortaleza","Excelente apartamento com 87m², 3 quartos (2 suítes sendo 1 reversível), sala de estar e jantar com varanda, sacada, cozinha, área de serviço, dependência de empregada, 2 vagas de..."
490000,124,3,4,2,"Rua Oito de Setembro, Varjota","Excelente apartamento de 124 m² disponível para venda no Ed Canoas. Apartamento em uma das regiões mais privilegiadas da cidades, fica próximo ao colégio Farias Brito, Faculdade Un..."
360000,125,3,3,2,"Rua Tavares Coutinho, Varjota",
170000,61,3,2,1,"Avenida Maria Gomes de Sá, Mondubim","Apartamento térreo, 3 quartos, próximo ao Viaduto do Conjunto Esperança.- 1 suite- sala com varanda- cozinha com área de serviço integrada- banheiro socialCondomínio:- portaria vir..."
330000,68,3,2,2,"Rua Caetano Ximenes Aragão, Engenheiro Luciano Cavalcante","APARTAMENTO NO LUCIANO CAVALCANTE - FORTALEZA/CEApartamento claro e arejado, com linda vista e localização privilegiada.Sala ampla 02 ambientes , 3 quartos com armá..."
730000,97,3,3,2,"Antônio Diogo, Fortaleza","Espetacular imóvel novo da construtora J Simões, jamais habitado, tal qual recebido pela construtora. Unidade em andar alto, na melhor torre e vista (livre total), nascente total,..."
770000,96,3,4,2,"Rua Dom Expedito Lopes, Aldeota","Excelente apartamento com 96 m², 3 suítes (uma reversível),suíte master com varanda,dependência completa de empregada,2 vagas de garagem. Finamente Projetado. Lazer com:Salão d..."
350000,70,2,2,1,"Avenida da Abolição, Mucuripe","Excelente apartamento à 50 metros da Beira-mar, em frente ao Iate Clube, Mucuripe, com vista definitiva para o mar, 02 quartos sendo 01 suíte, sala, varanda, cozinha americana, áre..."
412000,85,3,1,2,"Rua Odette Pacheco, Sao Gerardo","Belíssimos apartamentos a venda em construção. Sala de star e jantar, 03 quartos sendo 01 suite, cozinha, wc social, área de serviço, piscina adulto e infantil, jardim, salão de fe..."
800000,250,4,6,3,"Rua Ademar Paula, BOA VISTA","Casa duplex, 4 quartos, a três minutos da Arena Castelão.- garagem- sala com 2 ambientes- 4 suítes- cozinha- despensa- área de serviçoLocalizada próximo a restaurantes, posto de co..."
450000,75,3,3,2,"Rua Carlos Vasconcelos, Meireles","Apartamento com 75m², 02 Suítes sendo a Master com closet mais um banheiro social. Suítes , sala e banheiros, Projetados cozinha projetada Climatizado, Nascente. -"
190000,60,3,2,1,"Passaré, Fortaleza","Ref.: 1523 - Luxuosos aptos. em região nobre, com 03 dorms., sendo 02 suites, 01 vg., com 60,05 e 61,08m², Área de Lazer completa que mais parece um clube, Deck com Churrasqueira,..."
290000,111,3,2,1,"Rua Fausto Cabral, Papicu","1 VAGAS GARAGEM, 1 QUARTO(S), 2 SUÍTES,SALA,COZINHA,ÁREA DE SERVIÇO, CONDOMINIO 600, 2 ELEVADORES EM CONDOMINIO,JARDIM EM CONDOMINIO,SALAO DE FESTAS EM CONDOMINIO, 1 VAGAS GARAGEM..."
499999,74,3,3,2,"Aldeota, Fortaleza",- 3 quartos sendo 2 suítes- 3 banheiros- 2 vagas- Aceita FinanciamentoAgende sua visita com um de nossos consultores!Atendimento no número (85)99208.733...
499999,74,3,3,2,"Aldeota, Fortaleza",- 3 quartos sendo 2 suítes- 3 banheiros- 2 vagas- Aceita FinanciamentoAgende sua visita com um de nossos consultores!Atendimento no número (85)99208.733...
499999,74,3,3,2,"Aldeota, Fortaleza",- 3 quartos sendo 2 suítes- 3 banheiros- 2 vagas- Aceita FinanciamentoAgende sua visita com um de nossos consultores!Atendimento no número (85)99208.733...
499999,74,3,3,2,"Aldeota, Fortaleza",- 3 quartos sendo 2 suítes- 3 banheiros- 2 vagas- Aceita FinanciamentoAgende sua visita com um de nossos consultores!Atendimento no número (85)99208.733...
595000,74,3,3,2,"Rua Frei Mansueto, Meireles","A 500 metros da beira mar, ótima localização, fino acabamento, unidade diferenciada em andar alto e melhor coluna norte/nascente com móveis projetados e 2 vagas PARALELAS.Plant..."
205000,59,3,2,1,"Rua Braz de Francesco, Presidente Kennedy","Excelente Apartamento com 3 quartos, sendo 1 suíte, 2 quartos com armários, WC social, sala em 2 ambientes, cozinha, área de serviço. 1 Vaga."
134900,48,2,1,1,"Rua Coronel Manuel Albano, Mondubim","More no coração da Maraponga, um bairro cheio de charme, com muitas opções para você e sua família aproveitar sem precisar ir longe de casa.Belíssimo apartamento com área priva..."
750000,114,3,4,2,"Rua Ildefonso Albano, Meireles","Apartamento vista mar, excelente localização, 03 quartos sendo 01 Suíte , dependência p/ secretaria (quarto, banheiro e armários);cozinha e área de serviços, ampla Sala, varanda, s..."
330000,116,3,3,3,"Rua Catão Mamede, Aldeota",
470000,88,3,3,2,"Rua Nunes Valente, Meireles","Apartamento, MEIRELES, px. Shopping Avenida!-88m²,.Projetado e Decorado.-3 dormitórios, sendo 1 suíte, sala, varanda, wc social, cozinha, despensa, área de serviço e de..."
670000,116,3,4,2,"Rua Bento Albuquerque, Cocó","piscina,quadra de esporte, academia, salão de festa ,birnquedoteca sauna salão de jogos praças, churrasqueira, deck, kids room -"
490000,175,3,4,2,"Avenida Rui Barbosa, Joaquim Tavora","Vendo apartamento próximo ao Carrefour da av. Barão de Studart, Joaquim Távora, nascente, com 03 suítes, sala, varanda, cozinha, área de serviço, 02 vagas de garagem.Agende..."
380000,133,3,1,,"Rua Vilebaldo Águiar, Papicu","Cond. Edifício Caminho Del Mar, 133m², 03 quartos (01 suíte), 02 vagas. Próximo ao Shopping Rio Mar. Ligue e Confira: (85) 3131.2000 / 99656.0989."
689999,120,4,4,2,"Rua Tibúrcio Cavalcante, Meireles","Edifício Port Victória - R. Tibúrcio Cavalcante, 1222 - Aldeota- 3 suítes + DCE- 4 banheiros- 2 vagas- Lazer - Elevador- Aceita FinanciamentoAge..."
260000,63,2,2,1,"Rua José Carlos Gurgel Nogueira, Papicu","Villaggio Dunas - PapicuApartamento para Venda em Fortaleza, PAPICU, 2 dormitórios, 1 suíte, 2 banheiros, 1 vagaPapicu.62Mº - Sala, 02 Dormitórios sendo 01 Suite co..."
1350000,162,3,5,4,"Rua Coronel Linhares, Meireles",Apartamento com:- 162m² (Área Privativa)- Sala e 03 suítes para o nascente- Até 4 vagas de garagem- Sala de estar e jantar integrada à varanda gourmet- Lava...
470000,71,3,3,2,"Guararapes, Fortaleza","Green Life - Guararapes- Apartamento com 71,18 m² de área útil- 3 Quartos sendo 2 Suítes- Sala para 2 ambientes- Wc Social- Cozinha americana-Área de se..."
295000,104,3,2,1,"Papicu, Fortaleza","Excelente apto com 130,97m², 3 quartos(1 suíte), 2 wcs, 1 vaga. -"
490000,130,3,3,2,"Avenida Júlio Ventura, Aldeota","AMPLO APARTAMENTO PARA VENDA NA ALDEOTA!!! [RF:9894]Excelente apartamento de 130m², localização privilegiada, próximo ao Colégio Christus, supermercados, farmácias e restau..."
726313,105,2,3,2,"Cambeba, Fortaleza","Felicidade, sentimento universal, que se expressa de muitas formas. Aqui, em Fortaleza, ela assume os contornos de um condomínio clube, fechado para sua segurança, e aberto a todas..."
650000,117,4,4,3,"Rua Pereira Valente, Meireles",
450000,118,3,3,2,"Avenida Santos Dumont, Papicu",(LL) Triunfo CePreço Referente ao Mês de OutubroTRIUNFO IMÓVEIS - FORTALEZASomos correspondentes de todos os bancos.Aprovamos seu crédito em até 48h.
1060000,123,3,5,2,"Rua Bento Albuquerque, Fortaleza","Venha morar no melhor do Cocó com as melhores vantagens e condições especiais para você, além de grandes experiencias em conforto e segurança para você e sua família. Aproveite e A..."
450000,125,3,3,2,"Varjota, Fortaleza","Lindo apartamento com 125m² todo reformado, 3 quartos sendo 2 suítes, sala para 2 ambientes, dependência de empregada com banheiro, posição nascente com ótima ventilação, varanda i..."
340000,54,2,2,2,"Rua Rúbens Monte, Jardim Cearense",(LL) Triunfo CePreço Referente ao Mês de OutubroTRIUNFO IMÓVEIS - FORTALEZASomos correspondentes de todos os bancos.Aprovamos seu crédito em até 48h.
390000,64,2,2,1,"Rua Marcos Macêdo, Aldeota","Ótimo apartamento próximo ao Shopping Pátio Dom Luís, Aldeota, com 64 m², 02 suítes (sendo 01 reversível), varanda, sala para 02 ambientes, escritório, cozinha, área de serviço, wc..."
700000,92,3,3,2,"Rua Crispina de Freitas, Edson Queiroz","Localizado no coração da Washington Soares, o SOHO traz o perfeito encontro entre o clássico e o moderno para a sua família. Feito para quem deseja qualidade de vida, este empreend..."
627000,86,2,2,2,"Rua da Paz, Mucuripe","Apartamento Porteira Fechada no Meireles, 86m², 2 Vagas, 2 Quartos, Nascente, Vista MarEdificio Hiperion – Apartamentos a venda no Mucuripe[ Edificio Hiperion ] – V..."
341700,68,3,3,2,"Rua Pereira de Miranda, Papicu","CONDOMÍNIO PRAIAS BELAS - PRAIA NOVA - APARTAMENTOS NO PAPICU FORTALEZA/CEVeja como é fácil abrir a porta da sua felicidade ,mude já com este SUPER DESCONTO.De R$ 372.0..."
190000,61,3,2,1,"Passaré, Fortaleza","Com localização privilegiada e com fácil acesso a transporte público, o Condomínio Portal dos Pássaros oferece a seus moradores, uma excelente relação custo x benefício, para quem..."
750000,126,3,1,2,"Cocó, Fortaleza","Excelente apartamento novo, com 126m², 3 suítes, wc social, varanda, piso porcelanato, 3 vagas, área de lazer completa com piscina, quadra de esportes, salão de festas e jogos, pla..."
630000,73,3,3,2,"Rua Frei Mansueto, Meireles","Apartamento, 73.64m², 3 dormitórios, 2 suítes, 2 garagens, Acabamento em Gesso, Aquecimento Gás, Ar Condicionado, Armário Área De Serviço, Armário Banheiro, Armário Closet, Armário..."
570000,82,3,3,2,"Engenheiro Luciano Cavalcante, Fortaleza","SUPER OPORTUNIDADE na região do guararapes!- 2 Vagas de garagem paralelas!- 82 mts-3 por andar- Área de lazer completa(Piscina com raia, salão de festa, duas brinqu..."
318000,73,3,2,2,"Messejana, Fortaleza","Apartamento no condomínio Sant Angelli em Messejana, 73 m² de área construída, 2 vagas de garagem, 3 quartos sendo 1 suíte, área de serviço, cozinha americana e interfone.P..."
420000,80,2,3,2,"Rua Vilebaldo Aguiar, Cocó","Excelente apartamento no Cocó, com 02 suítes, varanda, cozinha, área de serviço, wc social, 02 vagas de garagem. Área de lazer com piscina com raia, brinquedoteca, playground, saun..."
500000,142,3,4,2,"Avenida Engenheiro Santana Júnior, Papicu","Oportunidade imperdível. Ótima localização, prédio muito bem conservado, área de lazer com quadra poliesportiva, piscina adulto e infantil, solarium, Salão de festas climatizado. 3..."
649999,130,4,4,2,"Rua Doutor José Lourenço, Aldeota",Cristal VII - v- 4 quartos- 4 banheiros- 2 vagas- Elevador- Aceita FinanciamentoAgende sua visita com um de nossos consultores!Atendimento n...
295000,65,3,2,1,"Passaré, Fortaleza","Apartamento com 65m², no condomínio Reserva Passaré, com 3 quartos, sendo 1 suíte, banheiro social, varanda, área de serviço, e direito a 1 vaga de garagem.O condomínio é e..."
365744,68,3,1,2,"Rua Mozart Firmeza, Jóquei Clube","DUO RESIDENCE é um empreendimento único na Parangaba – Fortaleza. Um complexo residencial de alto padrão, com projeto moderno, fachada com vidro, localização privilegiada para mora..."
350000,63,2,1,2,"Rua Barbosa de Freitas, Meireles",": Próximo Náutico / Beira Mar# 62,61m², 16º, varanda, 2 suítes# 3 quadras da Beira Mar# 2 elevadores, grupo gerador, salão de festas, área de convivência# cruza..."
873000,92,3,4,2,"Rua Doutor José Lourenço, Aldeota","Localizado no bairro do Meireles, próximo a hospitais, clinicas, Casa do Frango,Sirigado, academia, farmácias, próximo a Costa Barros e Rui Barbosa. Apartamento com 91,54 m², ampla..."
641128,96,3,3,2,"Rua Doutor Dr Costa Araújo, Fátima","Localização privilegiada no Bairro de fátima, aptos medindo 96,29m² e 97,43m² com valor entre R$ 571.257,00 a R$ 642,376,00, variando entre a metragem e o andar. Aptos a pronta ent..."
690000,114,2,2,2,"Fátima, Fortaleza",Ed. Pallazzo di Firenze114 metros2 suítesBanheiro socialVaranda gourmet com churrasqueira à carvão2 vagas100% nascente2 por andarÁrea de lazer:P...
160000,50,2,1,1,"Travessa Elisiário Mendes, Messejana","EXCELENTE APARTAMENTO COM 02 QUARTOS, WC SOCIAL COM ARMÁRIOS E BLINDEX, SALA, VARANDA, COZINHA PROJETADA, ÁREA DE SERVIÇO, GUARITA 24H, CIRCUITO INTERNO E CERCA ELÉTRICA. 1 VAGA NA..."
580000,126,3,4,3,"Dionísio Torres, Fortaleza","VALOR DE VENDA NEGOCIÁVEL - VISITE E FAÇA SUA PROPOSTA - ESTAMOS A SUA DISPOSIÇÃO INCLUSIVE AOS DOMINGOS.Lindo apartamento decorado,com área de 126m². São 3 suítes, lavabo, qua..."
660000,90,3,3,2,"Rua Cláudio Manuel Dias Leite, Patriolino Ribeiro",
610000,120,3,4,3,"Rua Eduardo Garcia, Aldeota",Apartamento com Área Privativa : 117m²03 Suítes sendo 01 Suíte com Closet | Sala de Estar e Jantar | DCE Completo | Banheiro Social | Dispensa | Varanda | 02 Vagas na Garagem
199000,60,3,1,1,"Rua Belo Horizonte, Jóquei Clube","Apartamento 3 quartos, a uma quadra da Avenida Américo Barreira.- sala- cozinha americana- área de serviço- 1 suíteCondomínio:- interfone- portão eletrônico- salão de festas- playg..."
160000,50,2,1,1,"Travessa Elisiário Mendes, Messejana","EXCELENTE APARTAMENTO COM 02 QUARTOS, WC SOCIAL COM ARMÁRIOS E BLINDEX, SALA, VARANDA, COZINHA PROJETADA, ÁREA DE SERVIÇO, GUARITA 24H, CIRCUITO INTERNO E CERCA ELÉTRICA. 1 VAGA NA..."
580000,126,3,4,3,"Dionísio Torres, Fortaleza","VALOR DE VENDA NEGOCIÁVEL - VISITE E FAÇA SUA PROPOSTA - ESTAMOS A SUA DISPOSIÇÃO INCLUSIVE AOS DOMINGOS.Lindo apartamento decorado,com área de 126m². São 3 suítes, lavabo, qua..."
660000,90,3,3,2,"Rua Cláudio Manuel Dias Leite, Patriolino Ribeiro",
420000,70,3,2,2,"Rua Evaristo da Veiga, Parque Iracema",Excelente apartamento no Parque Del Sol!- 100% Nascente!- 9° andar!- Área privativa: 70 m²- 03 quartos sendo 01 suíte- Suíte casal com varanda- Sala par...
610000,120,3,4,3,"Rua Eduardo Garcia, Aldeota",Apartamento com Área Privativa : 117m²03 Suítes sendo 01 Suíte com Closet | Sala de Estar e Jantar | DCE Completo | Banheiro Social | Dispensa | Varanda | 02 Vagas na Garagem
199000,60,3,1,1,"Rua Belo Horizonte, Jóquei Clube","Apartamento 3 quartos, a uma quadra da Avenida Américo Barreira.- sala- cozinha americana- área de serviço- 1 suíteCondomínio:- interfone- portão eletrônico- salão de festas- playg..."
490000,130,3,2,2,"Rua Catão Mamede, Aldeota","Condomínio Edifício Jardim Europa | Unidade 302 | 3° AndarApartamento no coração da Aldeota, 2 por andar, em localização privilegiada próximo de tudo o que você precisa para en..."
100000,45,2,2,1,"Parque Presidente Vargas, Fortaleza","Apartamento com 45 m² de área privativa, 02 suítes, área de serviço, 01 vaga de garagem. -"
360000,62,2,2,2,"Manoel Dias Branco, Fortaleza","Apartamentos de 61,86 m² / Dunas2 quartos2 banheiros2 vagas na garagem para todos os apartamentosLazer:BrinquedotecaCampo GramadoFitness..."
520000,81,3,1,2,"Engenheiro Luciano Cavalcante, Fortaleza","APARTAMENTO com 81m², nascente, piso porcelanato, com 3 quartos, sendo 2 suítes, sala de estar/jantar, varanda, cozinha americana, área de serviçoe direito a 2 vagas de garagens."
620000,146,3,4,5,"Rua Professor Jacinto Botelho, Guararapes","Vendo excelente apartamento próximo ao Shopping Iguatemi, Guararapes, com 146,41m², 03 suítes, sala estar e jantar, varanda, cozinha, área de serviço, dce, 05 vagas de garagem.Área..."
760000,119,3,3,3,"Engenheiro Luciano Cavalcante, Fortaleza",EXCELENTE OPORTUNIDADE NO GUARARAPES03 SUÍTESDEPENDÊNCIA COMPLETAUM DOS POUCOS COM 03 VAGAS DE GARAGEMAREA DE LAZER COMPLETA
399000,63,3,3,2,"Cocó, Fortaleza","Excelente apartamento no condomínio Saint Gilbert Residence, Cocó.Localização privilegiada, a 03 minutos do shopping RioMar Fortaleza e FANOR e a duas quadras da Avenida Santos..."
550000,94,3,4,2,"Parquelândia, Fortaleza","Renaissence Residence ClubUma estrutura perfeita para você e sua família!94m², 3 suítes, dependência, área de serviço, Varanda gourmet, varanda privativa na suíte master, s..."
654000,100,3,4,2,"JOSE DE ALENCAR, Fortaleza","MEGA IMÓVEIS PRIME Vende - São realmente as últimas unidades - Amplos Apartamentos Novos em Condomínio Residencial de Alto Padrão. Os apartamentos contam com 3 suítes, sendo 1 reve..."
530000,72,3,3,4,"Mucuripe, Fortaleza","Excelente Compacto no Meireles, próximo a Avenida Abolição Apartamento com 2 Quartos à Venda, 73 m², todo projetado, 2 suítes, varanda gourmet, 2 vagas., lazer completo."
340000,72,2,3,2,"Rua Professor Frota Pinto, Engenheiro Luciano Cavalcante","Apartamento com 71,54m2, 2 suítes sendo uma com closet, 2 vagas de garagem, Ampla Sala, Cozinha, Super ventilado, Moveis fixos em ótimo estado, Ótima localização proximo UNI7, FIC,..."
175000,57,2,2,1,"Barra do Ceará, Fortaleza","Apartamento com 57,25m², 2 quartos, wc social, cozinha, varanda, 1 vaga, próximo à Ponte da Barra do Ceará. -"
453000,54,2,2,1,"Rua Hil de Moraes, Edson Queiroz","O apartamento novo próximo a unifor, uni7, forum, com 54m² 2 quartos sendo 02 suites, uma suíte reversível. sala em dois ambientes integrados a varanda.Lazer completo com: acad..."
1225999,122,2,3,3,"Avenida Barão de Studart, Meireles","Já pensou em morar pertinho do mar com todo o conforto e sofisticação de um verdadeiro apartamento clássico, então venha conhecer o Port Bellini que foi inspirado na música de Vice..."
1224999,122,2,3,3,"Avenida Barão de Studart, Meireles","[ Port Bellinni ] – Já pensou em morar pertinho do mar com todo o conforto e sofisticação de um verdadeiro apartamento clássico, então venha conhecer o Port Bellini que foi inspira..."
580000,87,3,3,2,"Fátima, Fortaleza",Área útil: 87 m²3 dormitórios1 suite plena e 1 reversível2 vagas cobertasÁrea de Lazer Completa!!Quadra poliesportivaPiscinas adulto e infantilP...
689999,132,4,4,3,"Travessa Monsenhor Catão, Dionísio Torres","Edifício San Lorenzo - R. Monsenhor Catão, 1380 - Aldeota - 4 suítes- 4 banheiros- 3 vagas- Elevador- Lazer Completo- Aceita FinanciamentoAgende..."
